Word,Freq_Per_Mil,Log_Freq,Word_Syll
808,agribusiness,0.14,0.9031,4
809,agricultural,0.94,1.6902,5
810,agriculturalist,0.04,0.4771,6
811,aground,0.49,1.415,2
812,aguacate,0.02,0.301,3
813,ahead,198.33,4.005,2
814,ahold,6.02,2.4886,2
815,ahs,0.08,0.699,1
816,aid,13.9,2.8513,1
817,aide,2.02,2.017,1
818,aided,0.65,1.5315,2
819,aides,0.63,1.5185,1
820,aiding,1.06,1.7404,2
821,aids,1.06,1.7404,1
822,ail,0.22,1.0792,1
823,aileron,0.02,0.301,3
824,ailerons,0.08,0.699,3
825,ailing,0.51,1.4314,2
826,ailment,0.51,1.4314,2
827,ailments,0.61,1.5051,2
828,ails,0.76,1.6021,1
829,aim,14.86,2.8802,1
830,aimed,1.94,2.0,1
831,aiming,3.78,2.2878,2
832,aimless,0.27,1.1761,2
833,aimlessly,0.41,1.3424,3
834,aims,1.18,1.7853,1
835,air,139.02,3.8507,1
836,airbag,0.39,1.3222,2
837,airbags,0.16,0.9542,2
838,airbase,0.1,0.7782,2
839,airboat,0.08,0.699,2
840,airborne,4.22,2.3345,2
841,aircraft,9.45,2.6839,2
842,aircrafts,0.22,1.0792,2
843,airdrop,0.04,0.4771,2
844,aired,0.88,1.6628,1
845,airfare,0.24,1.1139,2
846,airfares,0.04,0.4771,2
847,airfield,2.31,2.0755,2
848,airfields,0.14,0.9031,2
849,airflow,0.14,0.9031,2
850,airfoil,0.02,0.301,2
851,airhead,0.53,1.4472,2
852,airing,0.63,1.5185,2
853,airless,0.1,0.7782,2
854,airlift,0.27,1.1761,2
855,airlifted,0.2,1.0414,3
856,airlifting,0.1,0.7782,3
857,airline,6.49,2.5211,2
858,airliner,0.57,1.4771,3
859,airliners,0.14,0.9031,3
860,airlock,0.82,1.6335,2
861,airlocks,0.02,0.301,2
862,airmail,0.33,1.2553,2
863,airmen,0.67,1.5441,2
864,airplane,10.92,2.7466,2
865,airplanes,3.22,2.2175,2
866,airport,38.04,3.288,2
867,airports,1.37,1.8513,2
868,airs,0.76,1.6021,1
869,airship,0.59,1.4914,2
870,airships,0.08,0.699,2
871,airspace,1.61,1.9191,2
872,airspeed,0.47,1.3979,2
873,airstrike,0.14,0.9031,2
874,airstrikes,0.04,0.4771,2
875,airstrip,1.12,1.7634,2
876,airstrips,0.06,0.6021,2
877,airtight,1.12,1.7634,2
878,airtime,0.25,1.1461,2
879,airwave,0.02,0.301,2
880,airwaves,0.53,1.4472,2
881,airway,1.63,1.9243,2
882,airworthy,0.02,0.301,3
883,airy,0.31,1.2304,2
884,ais,0.06,0.6021,1
885,aisle,7.43,2.5798,1
886,aisles,0.73,1.5798,1
887,ajar,0.45,1.3802,2
888,aka,1.02,1.7243,2
889,ake,0.73,1.5798,1
890,akey,0.1,0.7782,2
891,akimbo,0.08,0.699,3
892,akin,0.27,1.1761,2
893,ala,0.08,0.699,2
894,alabaster,0.67,1.5441,4
895,alacrity,0.1,0.7782,4
896,alai,0.04,0.4771,2
897,alarm,29.84,3.1827,2
898,alarmed,2.96,2.1818,2
899,alarming,1.14,1.7709,3
900,alarmingly,0.16,0.9542,4
901,alarmist,0.33,1.2553,3
902,alarms,3.08,2.1987,2
903,albacore,0.16,0.9542,3
904,albatross,0.78,1.6128,3
905,albeit,0.75,1.5911,3
906,albino,1.16,1.7782,3
907,album,10.24,2.7185,2
908,albumin,0.08,0.699,3
909,albums,2.33,2.0792,2
910,alchemically,0.02,0.301,4
911,alchemist,0.27,1.1761,3
912,alchemy,0.22,1.0792,3
913,alcohol,16.57,2.9274,3
914,alcoholic,6.2,2.5011,4
915,alcoholics,1.06,1.7404,4
916,alcoholism,0.84,1.6435,5
917,alcove,0.47,1.3979,2
918,alcoves,0.04,0.4771,2
919,aldermen,0.02,0.301,3
920,ale,3.96,2.3075,1
921,alehouse,0.02,0.301,2
922,alert,20.61,3.022,2
923,alerted,1.78,1.9638,3
924,alerting,0.35,1.2788,3
925,alertly,0.04,0.4771,3
926,alertness,0.08,0.699,3
927,alerts,0.27,1.1761,2
928,ales,0.1,0.7782,1
929,alfalfa,0.65,1.5315,3
930,algae,0.43,1.3617,2
931,algebra,1.76,1.959,3
932,algebraic,0.06,0.6021,4
933,algorithm,0.53,1.4472,4
934,algorithms,0.24,1.1139,4
935,alias,4.08,2.3201,3
936,aliases,0.84,1.6435,4
937,alibi,8.35,2.6304,3
938,alibis,1.14,1.7709,3
939,alien,17.43,2.9494,3
940,alienate,0.57,1.4771,3
941,alienated,0.8,1.6232,5
942,alienating,0.51,1.4314,5
943,alienation,0.43,1.3617,5
944,aliens,9.63,2.692,3
945,alight,0.41,1.3424,2
946,align,0.67,1.5441,2
947,aligned,0.78,1.6128,2
948,aligning,0.12,0.8451,3
949,alignment,1.31,1.8325,3
950,alignments,0.02,0.301,3
951,aligns,0.1,0.7782,2
952,alike,11.35,2.7634,2
953,alimentary,0.08,0.699,5
954,alimony,2.59,2.1239,4
955,alive,154.47,3.8965,2
956,alkali,0.35,1.2788,3
957,alkaline,0.31,1.2304,3
958,alkaloid,0.16,0.9542,3
959,alkaloids,0.06,0.6021,3
960,all,5161.86,5.4204,1
961,allay,0.33,1.2553,2
962,allayed,0.08,0.699,2
963,allaying,0.06,0.6021,3
964,allays,0.02,0.301,2
965,allegation,0.53,1.4472,4
966,allegations,2.16,2.0453,4
967,allege,0.22,1.0792,2
968,alleged,3.98,2.3096,2
969,allegedly,2.22,2.0569,4
970,alleges,0.18,1.0,3
971,allegiance,3.12,2.2041,3
972,allegiances,0.18,1.0,5
973,alleging,0.31,1.2304,3
974,allegorical,0.16,0.9542,5
975,allegories,0.02,0.301,4
976,allegory,0.24,1.1139,4
977,allele,0.04,0.4771,3
978,alleles,0.24,1.1139,3
979,allene,0.08,0.699,2
980,aller,0.08,0.699,2
981,allergen,0.06,0.6021,3
982,allergens,0.02,0.301,3
983,allergic,8.1,2.617,3
984,allergies,2.73,2.1461,3
985,allergist,0.04,0.4771,3
986,allergists,0.02,0.301,3
987,allergy,1.69,1.9395,3
988,alleviate,0.45,1.3802,4
989,alleviated,0.04,0.4771,5
990,alleviates,0.06,0.6021,4
991,alleviating,0.08,0.699,5
992,alley,16.29,2.9201,2
993,alleys,1.14,1.7709,2
994,alleyway,0.78,1.6128,3
995,alleyways,0.16,0.9542,3
996,alliances,0.31,1.2304,4
997,allies,5.1,2.4166,2
998,alligator,3.49,2.2529,4
999,alligators,1.27,1.8195,4
1000,alliteration,0.18,1.0,5
1001,alliterative,0.02,0.301,5
1002,allocate,0.16,0.9542,3
1003,allocated,0.14,0.9031,4
1004,allocates,0.04,0.4771,3
1005,allocating,0.08,0.699,4
1006,allocation,0.2,1.0414,4
1007,allocations,0.06,0.6021,4
1008,allot,0.16,0.9542,2
1009,allotment,0.37,1.301,3
1010,allotments,0.02,0.301,3
1011,allots,0.02,0.301,2
1012,allotted,0.27,1.1761,3
1013,allotting,0.02,0.301,3
1014,allow,44.37,3.3549,2
1015,allowable,0.1,0.7782,4
1016,allowance,5.2,2.4249,3
1017,allowances,0.49,1.415,4
1018,allowed,44.82,3.3593,2
1019,allowing,4.9,2.3997,3
1020,allows,5.47,2.4472,2
1021,alloy,1.02,1.7243,2
1022,alloys,0.22,1.0792,2
1023,alls,0.37,1.301,1
1024,allspice,0.06,0.6021,2
1025,allude,0.2,1.0414,2
1026,alluded,0.27,1.1761,3
1027,alludes,0.02,0.301,2
1028,alluding,0.18,1.0,3
1029,allure,0.59,1.4914,2
1030,allured,0.02,0.301,2
1031,alluring,0.41,1.3424,3
1032,allusion,0.12,0.8451,3
1033,allusions,0.12,0.8451,3
1034,allying,0.08,0.699,3
1035,almond,1.1,1.7559,2
1036,almonds,1.35,1.8451,2
1037,almost,193.27,3.9938,2
1038,aloe,0.29,1.2041,2
1039,aloft,0.73,1.5798,2
1040,alone,308.53,4.1969,2
1041,along,182.94,3.9699,2
1042,alongside,3.76,2.2856,3
1043,aloof,0.65,1.5315,2
1044,aloud,1.84,1.9777,2
1045,alpaca,0.2,1.0414,3
1046,alphabet,2.49,2.1072,3
1047,alphabetical,0.86,1.6532,5
1048,alphabetically,0.59,1.4914,5
1049,alphabetize,0.1,0.7782,4
1050,alphabetized,0.27,1.1761,4
1051,alphabetizing,0.18,1.0,5
1052,alphanumeric,0.1,0.7782,5
1053,already,318.55,4.2108,3
1054,also,206.43,4.0224,2
1055,alt,0.24,1.1139,1
1056,altar,5.08,2.415,2
1057,altarpiece,0.04,0.4771,3
1058,altars,0.12,0.8451,2
1059,alter,4.78,2.3892,2
1060,alteration,0.71,1.5682,4
1061,alterations,0.94,1.6902,4
1062,altercation,0.73,1.5798,4
1063,altered,4.47,2.3598,2
1064,altering,0.71,1.5682,3
1065,alternate,3.53,2.2577,3
1066,alternated,0.1,0.7782,4
1067,alternately,0.08,0.699,4
1068,alternates,0.18,1.0,3
1069,alternating,0.41,1.3424,4
1070,alternation,0.04,0.4771,4
1071,alternative,9.33,2.6785,4
1072,alternatively,0.1,0.7782,5
1073,alternatives,1.63,1.9243,4
1074,alternator,0.35,1.2788,4
1075,alters,0.39,1.3222,2
1076,altimeter,0.45,1.3802,4
1077,altitude,3.88,2.2989,3
1078,altitudes,0.22,1.0792,3
1079,altogether,6.41,2.5159,4
1080,altruism,0.22,1.0792,4
1081,altruistic,0.35,1.2788,4
1082,alum,0.14,0.9031,2
1083,aluminium,0.24,1.1139,4
1084,aluminum,2.25,2.0645,4
1085,alumna,0.02,0.301,3
1086,alumni,1.75,1.9542,3
1087,alumnus,0.47,1.3979,3
1088,alums,0.08,0.699,2
1089,alveolar,0.08,0.699,4
1090,alveoli,0.08,0.699,4
1091,always,655.25,4.524,2
1092,am,1106.63,4.7516,1
1093,amalgam,0.18,1.0,3
1094,amalgamation,0.12,0.8451,5
1095,amaranth,0.04,0.4771,3
1096,amaretto,0.43,1.3617,4
1097,amass,0.06,0.6021,2
1098,amassed,0.39,1.3222,2
1099,amasses,0.02,0.301,3
1100,amassing,0.16,0.9542,3
1101,amateur,6.55,2.525,3
1102,amateurish,0.37,1.301,4
1103,amateurism,0.02,0.301,5
1104,amateurs,3.45,2.248,3
1105,amaze,1.61,1.9191,2
1106,amazed,5.12,2.4183,2
1107,amazement,0.71,1.5682,3
1108,amazes,0.84,1.6435,3
1109,amazing,81.71,3.6199,3
1110,amazingly,1.78,1.9638,4
1111,ambassadorial,0.04,0.4771,6
1112,ambassadors,0.84,1.6435,4
1113,ambassadorship,0.06,0.6021,5
1114,ambergris,0.2,1.0414,3
1115,ambiance,0.16,0.9542,3
1116,ambidextrous,0.24,1.1139,4
1117,ambience,0.73,1.5798,3
1118,ambient,0.51,1.4314,3
1119,ambiguities,0.08,0.699,5
1120,ambiguity,0.27,1.1761,5
1121,ambiguous,0.73,1.5798,4
1122,ambition,5.35,2.4378,3
1123,ambitions,1.82,1.9731,3
1124,ambitious,4.76,2.3874,3
1125,ambitiously,0.02,0.301,4
1126,ambivalence,0.24,1.1139,4
1127,ambivalent,0.24,1.1139,4
1128,amble,0.1,0.7782,2
1129,ambled,0.04,0.4771,2
1130,ambling,0.02,0.301,3
1131,ambrosia,0.96,1.699,3
1132,ambrosial,0.02,0.301,3
1133,ambulance,22.41,3.0584,3
1134,ambulances,1.25,1.8129,4
1135,ambulatory,0.24,1.1139,5
1136,ambush,5.43,2.444,2
1137,ambushed,2.14,2.0414,2
1138,ambushes,0.06,0.6021,3
1139,ambushing,0.14,0.9031,3
1140,ameliorate,0.04,0.4771,4
1141,ameliorated,0.02,0.301,6
1142,amelioration,0.02,0.301,5
1143,amenable,0.18,1.0,4
1144,amend,0.75,1.5911,2
1145,amended,0.37,1.301,3
1146,amending,0.04,0.4771,3
1147,amendments,0.37,1.301,3
1148,amends,1.84,1.9777,2
1149,amenities,0.76,1.6021,4
1150,amethyst,0.12,0.8451,3
1151,ami,0.73,1.5798,2
1152,amiability,0.02,0.301,6
1153,amiable,0.59,1.4914,4
1154,amiably,0.08,0.699,4
1155,amicable,0.25,1.1461,4
1156,amicably,0.2,1.0414,4
1157,amid,0.88,1.6628,2
1158,amidships,0.29,1.2041,3
1159,amidst,0.69,1.5563,2
1160,amiga,0.12,0.8451,3
1161,amigo,5.08,2.415,3
1162,amigos,2.12,2.0374,3
1163,amino,0.61,1.5051,3
1164,amis,0.27,1.1761,2
1165,amiss,0.75,1.5911,2
1166,ammeter,0.02,0.301,3
1167,ammo,5.37,2.4393,2
1168,ammonia,1.49,1.8865,3
1169,ammonium,0.51,1.4314,4
1170,ammunition,5.88,2.4786,4
1171,amnesia,3.71,2.2788,3
1172,amnesiac,0.04,0.4771,4
1173,amnesty,1.33,1.8388,3
1174,amniocentesis,0.06,0.6021,6
1175,amniotic,0.27,1.1761,4
1176,amoeba,0.31,1.2304,3
1177,amoebas,0.1,0.7782,3
1178,amoebic,0.06,0.6021,3
1179,amok,0.51,1.4314,2
1180,among,33.9,3.238,2
1181,amongst,7.14,2.5623,2
1182,amoral,0.2,1.0414,3
1183,amorous,0.92,1.6812,3
1184,amorphous,0.14,0.9031,3
1185,amortization,0.14,0.9031,5
1186,amortize,0.08,0.699,3
1187,amortized,0.1,0.7782,3
1188,amortizing,0.04,0.4771,4
1189,amount,24.75,3.1014,2
1190,amounted,0.24,1.1139,3
1191,amounting,0.06,0.6021,3
1192,amounts,3.55,2.2601,2
1193,amp,1.82,1.9731,1
1194,amperage,0.1,0.7782,3
1195,ampersand,0.06,0.6021,3
1196,amphetamine,0.29,1.2041,4
1197,amphetamines,0.51,1.4314,4
1198,amphibian,0.39,1.3222,4
1199,amphibians,0.2,1.0414,4
1200,amphibious,0.59,1.4914,4
1201,amphitheater,0.1,0.7782,5
1202,amphitheatre,0.06,0.6021,5
1203,amphora,0.02,0.301,3
1204,ample,1.82,1.9731,2
1205,amplification,0.16,0.9542,5
1206,amplified,0.31,1.2304,3
1207,amplifier,0.31,1.2304,4
1208,amplifiers,0.12,0.8451,4
1209,amplifies,0.16,0.9542,3
1210,amplify,0.37,1.301,3
1211,amplifying,0.14,0.9031,4
1212,amplitude,0.12,0.8451,3
1213,amply,0.35,1.2788,2
1214,amputate,0.86,1.6532,3
1215,amputated,0.47,1.3979,4
1216,amputation,0.84,1.6435,4
1217,amputations,0.14,0.9031,4
1218,amputee,0.2,1.0414,3
1219,amputees,0.06,0.6021,3
1220,amuck,0.51,1.4314,2
1221,amulet,2.31,2.0755,3
1222,amulets,0.29,1.2041,3
1223,amuse,2.61,2.1271,2
1224,amused,2.51,2.1106,2
1225,amusement,3.75,2.2833,3
1226,amusements,0.14,0.9031,3
1227,amuses,0.69,1.5563,3
1228,amusing,9.2,2.6721,3
1229,amusingly,0.08,0.699,4
1230,amygdala,0.06,0.6021,4
1231,an,1864.14,4.9781,1
1232,anabolic,0.16,0.9542,4
1233,anachronism,0.1,0.7782,5
1234,anachronisms,0.04,0.4771,5
1235,anachronistic,0.06,0.6021,5
1236,anaerobic,0.08,0.699,4
1237,anaesthesia,0.29,1.2041,4
1238,anagram,0.51,1.4314,3
1239,anal,2.71,2.143,2
1240,analgesic,0.1,0.7782,4
1241,analgesics,0.06,0.6021,4
1242,analog,0.24,1.1139,3
1243,analogies,0.12,0.8451,4
1244,analogous,0.08,0.699,4
1245,analogue,0.1,0.7782,3
1246,analogy,1.14,1.7709,4
1247,analyses,0.14,0.9031,4
1248,analysis,11.04,2.7513,4
1249,analyst,3.47,2.2504,3
1250,analysts,1.1,1.7559,3
1251,analytic,0.08,0.699,4
1252,analytical,0.59,1.4914,5
1253,analyzable,0.02,0.301,5
1254,analyze,3.24,2.2201,3
1255,analyzed,2.16,2.0453,3
1256,analyzer,0.51,1.4314,4
1257,analyzers,0.04,0.4771,4
1258,analyzes,0.22,1.0792,4
1259,analyzing,1.82,1.9731,4
1260,anarchic,0.04,0.4771,3
1261,anarchist,0.57,1.4771,3
1262,anarchists,0.31,1.2304,3
1263,anarchy,2.02,2.017,3
1264,anathema,0.18,1.0,4
1265,anatomical,0.31,1.2304,5
1266,anatomically,0.31,1.2304,5
1267,anatomist,0.06,0.6021,4
1268,anatomy,3.2,2.2148,4
1269,ancestor,1.69,1.9395,3
1270,ancestors,5.47,2.4472,3
1271,ancestral,0.57,1.4771,3
1272,ancestry,0.47,1.3979,3
1273,anchor,7.41,2.5786,2
1274,anchored,0.71,1.5682,2
1275,anchoring,0.08,0.699,3
1276,anchorman,0.35,1.2788,3
1277,anchormen,0.08,0.699,3
1278,anchors,0.78,1.6128,2
1279,anchovies,0.98,1.7076,3
1280,anchovy,0.14,0.9031,3
1281,ancient,21.67,3.0438,2
1282,ancients,0.49,1.415,2
1283,ancillary,0.22,1.0792,4
1284,and,13387.84,5.8343,1
1285,andiron,0.06,0.6021,3
1286,androgynous,0.12,0.8451,4
1287,androgyny,0.02,0.301,4
1288,android,0.88,1.6628,2
1289,androids,0.43,1.3617,2
1290,ands,0.41,1.3424,1
1291,anecdotal,0.37,1.301,4
1292,anecdotally,0.02,0.301,5
1293,anecdote,1.08,1.7482,3
1294,anecdotes,0.78,1.6128,3
1295,anemia,0.69,1.5563,4
1296,anemias,0.02,0.301,4
1297,anemic,0.63,1.5185,3
1298,anemone,0.25,1.1461,3
1299,anesthesia,1.98,2.0086,4
1300,anesthesiologist,0.53,1.4472,7
1301,anesthetic,1.33,1.8388,4
1302,anesthetics,0.18,1.0,4
1303,anesthetist,0.12,0.8451,4
1304,aneurism,0.12,0.8451,4
1305,anew,0.86,1.6532,2
1306,angelfish,0.1,0.7782,3
1307,angelic,0.57,1.4771,3
1308,angelically,0.06,0.6021,4
1309,angels,14.59,2.8722,2
1310,anger,19.43,2.9965,2
1311,angered,0.55,1.4624,2
1312,angering,0.08,0.699,3
1313,angers,0.37,1.301,2
1314,angina,0.9,1.6721,3
1315,angiogram,0.39,1.3222,4
1316,angioplasty,0.31,1.2304,5
1317,angle,14.92,2.882,2
1318,angled,0.24,1.1139,2
1319,angler,0.37,1.301,2
1320,anglers,0.04,0.4771,2
1321,angles,3.22,2.2175,2
1322,angling,0.43,1.3617,2
1323,angora,0.41,1.3424,3
1324,angrier,0.73,1.5798,3
1325,angriest,0.16,0.9542,3
1326,angrily,0.39,1.3222,3
1327,angry,58.98,3.4784,2
1328,angst,0.92,1.6812,1
1329,angstroms,0.02,0.301,2
1330,anguish,2.16,2.0453,2
1331,anguished,0.25,1.1461,2
1332,angular,0.14,0.9031,3
1333,angulated,0.06,0.6021,4
1334,anhydride,0.02,0.301,3
1335,aniline,0.12,0.8451,3
1336,animal,45.49,3.3657,3
1337,animals,39.08,3.2997,3
1338,animate,0.06,0.6021,3
1339,animated,1.2,1.7924,4
1340,animates,0.04,0.4771,3
1341,animation,1.22,1.7993,4
1342,animations,0.02,0.301,4
1343,animator,0.04,0.4771,4
1344,animators,0.02,0.301,4
1345,animists,0.02,0.301,3
1346,animosities,0.04,0.4771,5
1347,animosity,0.61,1.5051,5
1348,animus,0.1,0.7782,3
1349,anise,0.06,0.6021,2
1350,anisette,0.04,0.4771,3
1351,ankh,0.33,1.2553,1
1352,ankle,8.02,2.6128,2
1353,anklebone,0.02,0.301,3
1354,ankles,4.29,2.3424,2
1355,anklet,0.41,1.3424,2
1356,anklets,0.14,0.9031,2
1357,annal,0.02,0.301,2
1358,annals,0.65,1.5315,2
1359,annex,0.84,1.6435,2
1360,annexation,0.14,0.9031,4
1361,annexed,0.14,0.9031,2
1362,annexes,0.02,0.301,3
1363,annexing,0.06,0.6021,3
1364,annihilate,0.71,1.5682,4
1365,annihilated,0.63,1.5185,5
1366,annihilating,0.14,0.9031,5
1367,annihilation,0.8,1.6232,5
1368,anniversaries,0.55,1.4624,5
1369,anniversary,18.41,2.9731,5
1370,annotate,0.06,0.6021,3
1371,annotated,0.06,0.6021,4
1372,annotating,0.02,0.301,4
1373,annotations,0.02,0.301,4
1374,announce,9.76,2.6981,2
1375,announced,5.67,2.4624,2
1376,announcement,10.29,2.721,3
1377,announcements,1.33,1.8388,3
1378,announcers,0.12,0.8451,3
1379,announces,1.14,1.7709,3
1380,announcing,2.49,2.1072,3
1381,annoy,2.51,2.1106,2
1382,annoyance,0.49,1.415,3
1383,annoyances,0.12,0.8451,4
1384,annoyed,3.43,2.2455,2
1385,annoying,11.12,2.7543,3
1386,annoys,0.61,1.5051,2
1387,annual,7.2,2.5658,3
1388,annually,0.49,1.415,4
1389,annuals,0.04,0.4771,3
1390,annuities,0.1,0.7782,4
1391,annuity,0.35,1.2788,4
1392,annul,0.51,1.4314,2
1393,annular,0.02,0.301,3
1394,annulled,0.82,1.6335,2
1395,annulment,1.49,1.8865,3
1396,annum,0.1,0.7782,2
1397,anoint,0.2,1.0414,2
1398,anointed,0.75,1.5911,3
1399,anomalies,0.75,1.5911,4
1400,anomalous,0.33,1.2553,4
1401,anomaly,1.24,1.8062,4
1402,anonymity,0.9,1.6721,5
1403,anonymous,8.41,2.6335,4
1404,anonymously,0.69,1.5563,5
1405,anorexia,0.25,1.1461,5
1406,anorexic,0.57,1.4771,4
1407,anorexics,0.08,0.699,4
1408,another,509.22,4.4145,3
1409,answer,176.2,3.9536,2
1410,answerable,0.18,1.0,4
1411,answered,15.2,2.8899,2
1412,answering,14.02,2.8549,3
1413,answers,29.94,3.1841,2
1414,ant,5.35,2.4378,1
1415,antacid,0.31,1.2304,3
1416,antacids,0.2,1.0414,3
1417,antagonism,0.22,1.0792,5
1418,antagonist,0.25,1.1461,4
1419,antagonistic,0.43,1.3617,5
1420,antagonists,0.16,0.9542,4
1421,antagonize,0.53,1.4472,4
1422,antagonized,0.08,0.699,4
1423,antagonizing,0.22,1.0792,5
1424,ante,2.18,2.0492,2
1425,anteater,0.22,1.0792,3
1426,antebellum,0.1,0.7782,4
1427,antecedent,0.06,0.6021,4
1428,antecedents,0.1,0.7782,4
1429,antelope,0.98,1.7076,3
1430,antemortem,0.04,0.4771,4
1431,antenna,2.39,2.0899,3
1432,antennae,0.55,1.4624,3
1433,antennas,0.43,1.3617,3
1434,anterior,0.94,1.6902,4
1435,antes,0.04,0.4771,2
1436,anthem,1.88,1.9868,2
1437,anthems,0.06,0.6021,2
1438,anthill,0.57,1.4771,2
1439,anthills,0.12,0.8451,2
1440,anthologies,0.02,0.301,4
1441,anthology,0.27,1.1761,4
1442,anthracite,0.06,0.6021,3
1443,anthrax,1.29,1.8261,2
1444,anthropological,0.51,1.4314,6
1445,anthropologist,1.04,1.7324,5
1446,anthropologists,0.18,1.0,5
1447,anthropology,1.31,1.8325,5
1448,anti,0.51,1.4314,2
1449,antiaircraft,0.49,1.415,4
1450,antibacterial,0.33,1.2553,6
1451,antibiotic,0.65,1.5315,5
1452,antibiotics,3.67,2.2742,5
1453,antibodies,0.59,1.4914,4
1454,antibody,0.25,1.1461,4
1455,antic,0.08,0.699,2
1456,anticipate,2.53,2.1139,4
1457,anticipated,2.63,2.1303,5
1458,anticipates,0.14,0.9031,4
1459,anticipating,1.04,1.7324,5
1460,anticipation,2.49,2.1072,5
1461,anticipations,0.02,0.301,5
1462,anticipatory,0.12,0.8451,6
1463,anticlimactic,0.2,1.0414,5
1464,anticline,0.02,0.301,3
1465,anticommunist,0.02,0.301,5
1466,antics,0.98,1.7076,2
1467,antidepressant,0.35,1.2788,5
1468,antidepressants,0.71,1.5682,5
1469,antidisestablishmentarianism,0.04,0.4771,12
1470,antidote,4.33,2.3464,3
1471,antifreeze,0.31,1.2304,3
1472,antifungal,0.02,0.301,4
1473,antigen,0.37,1.301,3
1474,antigens,0.12,0.8451,3
1475,antigovernment,0.08,0.699,5
1476,antihistamine,0.24,1.1139,5
1477,antihistamines,0.2,1.0414,5
1478,antimatter,0.2,1.0414,4
1479,antimissile,0.04,0.4771,4
1480,antioxidant,0.02,0.301,5
1481,antioxidants,0.12,0.8451,5
1482,antipathy,0.08,0.699,4
1483,antiquated,0.55,1.4624,4
1484,antique,6.06,2.4914,2
1485,antiques,2.69,2.1399,2
1486,antiquities,0.51,1.4314,4
1487,antiquity,0.27,1.1761,4
1488,antiseptic,0.86,1.6532,4
1489,antisocial,0.8,1.6232,4
1490,antitank,0.1,0.7782,3
1491,antithesis,0.31,1.2304,4
1492,antithetical,0.04,0.4771,5
1493,antitoxin,0.35,1.2788,4
1494,antitrust,0.24,1.1139,3
1495,antiviral,0.02,0.301,4
1496,antiwar,0.31,1.2304,3
1497,antler,0.29,1.2041,2
1498,antlers,0.9,1.6721,2
1499,ants,7.16,2.5635,1
1500,antsy,0.63,1.5185,2
1501,anus,1.1,1.7559,2
1502,anvil,0.63,1.5185,2
1503,anxieties,0.53,1.4472,4
1504,anxiety,6.76,2.5391,4
1505,anxious,14.1,2.8573,2
1506,anxiously,0.61,1.5051,3
1507,any,1099.37,4.7487,2
1508,anybody,226.92,4.0635,4
1509,anyhow,15.16,2.8887,3
1510,anymore,188.18,3.9822,3
1511,anyone,255.25,4.1146,3
1512,anyplace,5.43,2.444,3
1513,anything,907.25,4.6653,3
1514,anytime,24.47,3.0966,3
1515,anyway,238.51,4.0851,3
1516,anyways,8.71,2.6484,3
1517,anywhere,88.25,3.6534,3
1518,aorta,1.53,1.8976,3
1519,aortic,0.47,1.3979,3
1520,apace,0.06,0.6021,2
1521,apart,47.02,3.38,2
1522,apartheid,0.37,1.301,3
1523,apartment,83.04,3.627,3
1524,apartments,4.22,2.3345,3
1525,apathetic,0.35,1.2788,4
1526,apathy,0.47,1.3979,3
1527,apatite,0.04,0.4771,3
1528,ape,9.67,2.6937,1
1529,apelike,0.04,0.4771,2
1530,aperture,0.27,1.1761,3
1531,apes,4.1,2.3222,1
1532,aphasia,0.18,1.0,3
1533,aphid,0.08,0.699,2
1534,aphids,0.24,1.1139,2
1535,aphorism,0.02,0.301,4
1536,aphorisms,0.1,0.7782,4
1537,aphrodisiac,1.61,1.9191,5
1538,apiece,3.96,2.3075,2
1539,aping,0.02,0.301,2
1540,aplenty,0.22,1.0792,3
1541,aplomb,0.16,0.9542,2
1542,apnea,0.16,0.9542,3
1543,apocalypse,2.47,2.1038,4
1544,apocalyptic,0.35,1.2788,5
1545,apogee,0.08,0.699,3
1546,apolitical,0.12,0.8451,5
1547,apologetic,0.43,1.3617,5
1548,apologies,8.8,2.6532,4
1549,apologist,0.02,0.301,4
1550,apologists,0.02,0.301,4
1551,apologize,49.37,3.4012,4
1552,apologized,3.59,2.2648,4
1553,apologizes,0.41,1.3424,5
1554,apologizing,2.73,2.1461,5
1555,apology,15.76,2.9058,4
1556,apoplectic,0.16,0.9542,4
1557,apoplexy,0.18,1.0,4
1558,apostate,0.06,0.6021,3
1559,apostles,0.59,1.4914,3
1560,apostrophe,0.24,1.1139,4
1561,apothecary,0.39,1.3222,5
1562,apotheosis,0.08,0.699,5
1563,app,0.16,0.9542,1
1564,appalled,1.16,1.7782,2
1565,appalling,1.94,2.0,3
1566,appallingly,0.06,0.6021,4
1567,appalls,0.02,0.301,2
1568,apparatchik,0.04,0.4771,4
1569,apparatus,1.51,1.8921,4
1570,apparatuses,0.04,0.4771,5
1571,apparel,0.69,1.5563,3
1572,apparent,4.22,2.3345,3
1573,apparition,0.76,1.6021,4
1574,apparitions,0.1,0.7782,4
1575,appeal,13.0,2.8222,2
1576,appealed,1.08,1.7482,2
1577,appealing,3.18,2.2122,3
1578,appeals,2.69,2.1399,2
1579,appear,23.37,3.0766,2
1580,appearance,11.59,2.7723,3
1581,appearances,3.06,2.1959,4
1582,appeared,9.78,2.699,2
1583,appearing,2.33,2.0792,3
1584,appears,21.06,3.0314,2
1585,appease,0.49,1.415,2
1586,appeased,0.18,1.0,2
1587,appeasement,0.2,1.0414,3
1588,appeasing,0.06,0.6021,3
1589,appel,0.02,0.301,2
