Word,Freq_Per_Mil,Log_Freq,Word_Syll
32324,showers,4.78,2.3892,2
32325,showgirl,0.9,1.6721,2
32326,showgirls,0.61,1.5051,2
32327,showing,31.12,3.2009,2
32328,showings,0.1,0.7782,2
32329,showman,0.33,1.2553,2
32330,showmanship,0.27,1.1761,3
32331,shown,14.18,2.8597,1
32332,showpiece,0.08,0.699,2
32333,showplace,0.04,0.4771,2
32334,showroom,0.63,1.5185,2
32335,showrooms,0.1,0.7782,2
32336,shows,41.51,3.3259,1
32337,showtime,3.73,2.281,2
32338,showy,0.29,1.2041,2
32339,shrank,0.37,1.301,1
32340,shrapnel,2.22,2.0569,2
32341,shred,2.94,2.179,1
32342,shredded,1.2,1.7924,2
32343,shredder,0.33,1.2553,2
32344,shredders,0.06,0.6021,2
32345,shredding,0.63,1.5185,2
32346,shreds,1.75,1.9542,1
32347,shrewd,1.41,1.8633,1
32348,shrewdly,0.12,0.8451,2
32349,shrewdness,0.04,0.4771,2
32350,shriek,0.63,1.5185,1
32351,shrieked,0.14,0.9031,1
32352,shrieking,0.8,1.6232,2
32353,shrieks,1.08,1.7482,1
32354,shrift,0.08,0.699,1
32355,shrill,0.47,1.3979,1
32356,shrimp,8.71,2.6484,1
32357,shrimpers,0.02,0.301,2
32358,shrine,2.96,2.1818,1
32359,shrines,0.24,1.1139,1
32360,shrink,11.31,2.7619,1
32361,shrinkage,0.24,1.1139,2
32362,shrinking,1.59,1.9138,2
32363,shrinks,1.51,1.8921,1
32364,shrivel,0.39,1.3222,2
32365,shriveled,0.35,1.2788,2
32366,shriveling,0.06,0.6021,3
32367,shroud,1.02,1.7243,1
32368,shrouded,0.33,1.2553,2
32369,shrouds,0.22,1.0792,1
32370,shrub,0.27,1.1761,1
32371,shrubbery,0.35,1.2788,3
32372,shrubs,0.31,1.2304,1
32373,shrug,0.39,1.3222,1
32374,shrugged,0.1,0.7782,1
32375,shrugging,0.12,0.8451,2
32376,shrugs,0.12,0.8451,1
32377,shrunk,1.55,1.9031,1
32378,shrunken,0.57,1.4771,2
32379,shtick,0.59,1.4914,1
32380,shuck,0.25,1.1461,1
32381,shucked,0.08,0.699,1
32382,shucking,0.1,0.7782,2
32383,shudder,1.12,1.7634,2
32384,shuddered,0.1,0.7782,2
32385,shuddering,0.25,1.1461,3
32386,shudders,0.18,1.0,2
32387,shuffle,2.94,2.179,2
32388,shuffled,0.37,1.301,2
32389,shuffler,0.02,0.301,3
32390,shuffles,0.08,0.699,2
32391,shuffling,0.57,1.4771,2
32392,shun,0.51,1.4314,1
32393,shunned,0.53,1.4472,1
32394,shunning,0.18,1.0,2
32395,shuns,0.12,0.8451,1
32396,shunt,0.94,1.6902,1
32397,shunted,0.16,0.9542,2
32398,shure,0.02,0.301,1
32399,shutdown,1.47,1.8808,2
32400,shutout,0.24,1.1139,2
32401,shuts,2.59,2.1239,1
32402,shutter,1.45,1.8751,2
32403,shuttered,0.04,0.4771,2
32404,shuttering,0.02,0.301,3
32405,shutters,1.53,1.8976,2
32406,shutting,4.31,2.3444,2
32407,shuttle,5.53,2.4518,2
32408,shuttled,0.12,0.8451,2
32409,shuttles,0.2,1.0414,2
32410,shuttling,0.06,0.6021,3
32411,shy,18.37,2.9722,1
32412,shying,0.04,0.4771,2
32413,shyly,0.16,0.9542,2
32414,shyness,0.57,1.4771,2
32415,shyster,0.55,1.4624,2
32416,shysters,0.12,0.8451,2
32417,sibling,0.96,1.699,2
32418,siblings,1.96,2.0043,2
32419,sick,165.43,3.9262,1
32420,sicken,0.37,1.301,2
32421,sickened,0.27,1.1761,2
32422,sickening,0.9,1.6721,3
32423,sicker,1.22,1.7993,2
32424,sickest,0.63,1.5185,2
32425,sickle,0.55,1.4624,2
32426,sickler,0.04,0.4771,2
32427,sickles,0.06,0.6021,2
32428,sickly,0.76,1.6021,2
32429,sickness,7.94,2.6085,2
32430,side,200.92,4.0106,1
32431,sidearm,0.45,1.3802,2
32432,sidearms,0.16,0.9542,2
32433,sidebar,0.92,1.6812,2
32434,sided,0.2,1.0414,2
32435,sidekick,2.69,2.1399,2
32436,sideline,0.61,1.5051,2
32437,sidelined,0.16,0.9542,2
32438,sidelines,1.12,1.7634,2
32439,sideman,0.04,0.4771,2
32440,sides,16.22,2.918,1
32441,sideshow,1.1,1.7559,2
32442,sideshows,0.02,0.301,2
32443,sidestep,0.06,0.6021,2
32444,sidestepped,0.02,0.301,2
32445,sidetrack,0.06,0.6021,2
32446,sidetracked,0.73,1.5798,2
32447,sidewalk,5.47,2.4472,2
32448,sidewalks,0.55,1.4624,2
32449,sideways,2.75,2.1492,2
32450,sidewise,0.04,0.4771,2
32451,siding,1.33,1.8388,2
32452,sidled,0.02,0.301,2
32453,sidling,0.02,0.301,3
32454,siege,2.31,2.0755,1
32455,sieges,0.06,0.6021,2
32456,sienna,0.18,1.0,3
32457,sieve,0.53,1.4472,1
32458,sift,0.75,1.5911,1
32459,sifted,0.18,1.0,2
32460,sifting,0.69,1.5563,2
32461,sifts,0.06,0.6021,1
32462,sigh,3.39,2.2405,1
32463,sighed,0.51,1.4314,1
32464,sighing,2.08,2.0294,2
32465,sighs,15.59,2.9009,1
32466,sight,45.31,3.364,1
32467,sighted,2.12,2.0374,2
32468,sighting,1.55,1.9031,2
32469,sightings,1.39,1.8573,2
32470,sights,4.67,2.3784,1
32471,sightsee,0.12,0.8451,2
32472,sightseeing,1.47,1.8808,3
32473,sightseers,0.18,1.0,3
32474,sign,133.27,3.8324,1
32475,signage,0.33,1.2553,2
32476,signal,37.76,3.2849,2
32477,signaled,0.43,1.3617,2
32478,signaling,0.98,1.7076,3
32479,signalled,0.08,0.699,2
32480,signalling,0.22,1.0792,3
32481,signals,9.53,2.6875,2
32482,signatories,0.14,0.9031,4
32483,signatory,0.1,0.7782,4
32484,signature,12.2,2.7945,3
32485,signatures,2.86,2.1673,3
32486,signed,36.06,3.2648,1
32487,signer,0.1,0.7782,2
32488,signers,0.12,0.8451,2
32489,signet,0.22,1.0792,2
32490,significance,3.49,2.2529,4
32491,significant,6.49,2.5211,4
32492,significantly,0.84,1.6435,5
32493,signified,0.06,0.6021,3
32494,signifies,0.45,1.3802,3
32495,signify,0.63,1.5185,3
32496,signifying,0.57,1.4771,4
32497,signing,9.94,2.7059,2
32498,signings,0.2,1.0414,2
32499,signpost,0.31,1.2304,2
32500,signposts,0.08,0.699,2
32501,signs,22.02,3.0508,1
32502,silence,25.37,3.1123,2
32503,silenced,0.84,1.6435,2
32504,silences,0.51,1.4314,3
32505,silencing,0.18,1.0,3
32506,silent,23.0,3.0697,2
32507,silently,1.51,1.8921,3
32508,silhouette,0.57,1.4771,3
32509,silhouetted,0.08,0.699,4
32510,silhouettes,0.18,1.0,3
32511,silica,0.2,1.0414,3
32512,silicate,0.14,0.9031,3
32513,silicates,0.06,0.6021,3
32514,silicone,0.78,1.6128,3
32515,silk,9.78,2.699,1
32516,silken,0.41,1.3424,2
32517,silks,0.55,1.4624,1
32518,silkworm,0.06,0.6021,2
32519,silky,0.78,1.6128,2
32520,sill,0.45,1.3802,1
32521,sillier,0.31,1.2304,3
32522,silliest,0.43,1.3617,3
32523,silliness,0.41,1.3424,3
32524,sills,0.18,1.0,1
32525,silly,57.1,3.4643,2
32526,silo,0.94,1.6902,2
32527,silos,0.31,1.2304,2
32528,silt,0.33,1.2553,1
32529,silver,31.75,3.2095,2
32530,silverware,2.14,2.0414,3
32531,silvery,0.49,1.415,3
32532,simas,0.02,0.301,2
32533,simian,0.51,1.4314,3
32534,similar,13.63,2.8426,3
32535,similarities,1.12,1.7634,5
32536,similarity,0.71,1.5682,5
32537,similarly,0.65,1.5315,4
32538,simmer,1.71,1.9445,2
32539,simmered,0.04,0.4771,2
32540,simmering,0.22,1.0792,3
32541,simmers,0.04,0.4771,2
32542,simper,0.06,0.6021,2
32543,simple,89.31,3.6586,2
32544,simpler,3.8,2.29,3
32545,simplest,1.45,1.8751,2
32546,simplicity,1.35,1.8451,4
32547,simplification,0.02,0.301,5
32548,simplified,0.22,1.0792,3
32549,simplifies,0.08,0.699,3
32550,simplify,0.9,1.6721,3
32551,simplifying,0.16,0.9542,4
32552,simplistic,0.41,1.3424,3
32553,simply,46.31,3.3735,2
32554,simulate,1.16,1.7782,3
32555,simulated,0.94,1.6902,4
32556,simulates,0.16,0.9542,3
32557,simulating,0.14,0.9031,4
32558,simulation,2.25,2.0645,4
32559,simulations,0.39,1.3222,4
32560,simulator,0.78,1.6128,4
32561,simulators,0.22,1.0792,4
32562,simultaneous,0.57,1.4771,5
32563,simultaneously,2.33,2.0792,6
32564,sin,15.94,2.9106,1
32565,since,314.98,4.2059,1
32566,sincere,5.98,2.4857,2
32567,sincerely,4.88,2.3979,3
32568,sincerity,2.0,2.0128,4
32569,sind,0.14,0.9031,1
32570,sine,0.18,1.0,1
32571,sines,0.02,0.301,1
32572,sinewy,0.27,1.1761,3
32573,sinful,1.71,1.9445,2
32574,sing,97.59,3.6971,1
32575,singe,0.25,1.1461,1
32576,singed,0.71,1.5682,1
32577,singer,15.69,2.9036,2
32578,singers,3.14,2.2068,2
32579,singing,44.73,3.3583,2
32580,single,72.08,3.5655,2
32581,singled,0.71,1.5682,2
32582,singlehandedly,0.04,0.4771,5
32583,singles,2.78,2.1553,2
32584,singling,0.22,1.0792,3
32585,singly,0.18,1.0,2
32586,sings,7.47,2.5821,1
32587,singular,1.27,1.8195,3
32588,singularly,0.33,1.2553,4
32589,sinister,2.18,2.0492,3
32590,sink,16.92,2.9365,1
32591,sinker,0.55,1.4624,2
32592,sinkhole,0.31,1.2304,2
32593,sinking,4.94,2.4031,2
32594,sinks,1.71,1.9445,1
32595,sinned,2.39,2.0899,1
32596,sinner,2.47,2.1038,2
32597,sinners,2.69,2.1399,2
32598,sinning,0.37,1.301,2
32599,sins,8.92,2.659,1
32600,sinus,1.75,1.9542,2
32601,sinuses,0.82,1.6335,3
32602,sip,5.1,2.4166,1
32603,siphon,0.27,1.1761,2
32604,siphoned,0.22,1.0792,2
32605,siphoning,0.35,1.2788,3
32606,sipped,0.18,1.0,1
32607,sipping,1.39,1.8573,2
32608,sips,0.41,1.3424,1
32609,sir,964.47,4.6919,1
32610,sire,13.16,2.8274,2
32611,siren,6.55,2.525,2
32612,sirens,4.73,2.3838,2
32613,sis,7.84,2.6031,1
32614,sister,180.53,3.9642,2
32615,sisterhood,0.63,1.5185,3
32616,sisters,27.35,3.1449,2
32617,sit,311.35,4.2009,1
32618,sitar,0.25,1.1461,2
32619,sitcom,1.53,1.8976,2
32620,sitcoms,0.24,1.1139,2
32621,site,19.22,2.9917,1
32622,sited,0.06,0.6021,2
32623,sites,3.59,2.2648,1
32624,siting,0.04,0.4771,2
32625,sits,9.96,2.7067,1
32626,sitter,1.57,1.9085,2
32627,sitters,0.2,1.0414,2
32628,sitting,94.39,3.6826,2
32629,situate,0.1,0.7782,3
32630,situated,0.82,1.6335,4
32631,situation,82.49,3.6241,4
32632,situational,0.14,0.9031,5
32633,situations,7.1,2.5599,4
32634,situs,0.12,0.8451,2
32635,sitz,0.06,0.6021,1
32636,six,199.53,4.0076,1
32637,sixer,0.24,1.1139,2
32638,sixes,1.22,1.7993,2
32639,sixteens,0.02,0.301,2
32640,sixteenth,0.76,1.6021,2
32641,sixteenths,0.02,0.301,2
32642,sixth,10.8,2.7419,1
32643,sixths,0.02,0.301,1
32644,sixties,0.96,1.699,2
32645,sixtieth,0.08,0.699,3
32646,sizable,0.51,1.4314,3
32647,size,46.14,3.3718,1
32648,sizeable,0.31,1.2304,3
32649,sized,0.63,1.5185,1
32650,sizer,0.04,0.4771,2
32651,sizes,3.02,2.1903,2
32652,sizing,0.45,1.3802,2
32653,sizzle,0.63,1.5185,2
32654,sizzled,0.06,0.6021,2
32655,sizzling,0.86,1.6532,3
32656,skate,5.9,2.48,1
32657,skateboard,1.67,1.9345,2
32658,skateboarding,0.57,1.4771,3
32659,skated,0.47,1.3979,2
32660,skater,1.9,1.9912,2
32661,skaters,1.25,1.8129,2
32662,skates,4.22,2.3345,1
32663,skating,4.92,2.4014,2
32664,skeet,0.51,1.4314,1
32665,skeeters,0.06,0.6021,2
32666,skein,0.1,0.7782,1
32667,skeletal,0.47,1.3979,3
32668,skeleton,5.12,2.4183,3
32669,skeletons,1.75,1.9542,3
32670,skelter,0.31,1.2304,2
32671,skeptic,0.49,1.415,2
32672,skeptical,1.47,1.8808,3
32673,skeptically,0.02,0.301,4
32674,skepticism,0.71,1.5682,4
32675,skeptics,0.18,1.0,2
32676,sketch,4.94,2.4031,1
32677,sketchbook,0.2,1.0414,2
32678,sketchbooks,0.1,0.7782,2
32679,sketched,0.24,1.1139,1
32680,sketches,3.02,2.1903,2
32681,sketching,0.55,1.4624,2
32682,sketchy,1.24,1.8062,2
32683,skew,0.14,0.9031,1
32684,skewed,0.25,1.1461,1
32685,skewer,0.41,1.3424,2
32686,skewered,0.22,1.0792,2
32687,skewers,0.29,1.2041,2
32688,skewing,0.08,0.699,2
32689,ski,8.1,2.617,1
32690,skid,2.18,2.0492,1
32691,skidded,0.45,1.3802,2
32692,skidding,0.2,1.0414,2
32693,skids,0.59,1.4914,1
32694,skied,0.27,1.1761,1
32695,skier,0.47,1.3979,1
32696,skiers,0.24,1.1139,2
32697,skies,7.49,2.5832,1
32698,skiff,0.73,1.5798,1
32699,skiing,4.16,2.3284,2
32700,skill,7.92,2.6075,1
32701,skilled,2.37,2.0864,1
32702,skillet,1.22,1.7993,2
32703,skillful,0.78,1.6128,2
32704,skillfully,0.27,1.1761,3
32705,skillings,0.02,0.301,2
32706,skills,14.57,2.8716,1
32707,skim,0.84,1.6435,1
32708,skimmed,0.39,1.3222,1
32709,skimmer,0.14,0.9031,2
32710,skimmers,0.02,0.301,2
32711,skimming,0.94,1.6902,2
32712,skimp,0.25,1.1461,1
32713,skimpiest,0.04,0.4771,3
32714,skimping,0.16,0.9542,2
32715,skimpy,0.49,1.415,2
32716,skin,44.04,3.3516,1
32717,skinflint,0.18,1.0,2
32718,skinhead,0.29,1.2041,2
32719,skinheads,0.73,1.5798,2
32720,skinless,0.22,1.0792,2
32721,skinned,1.35,1.8451,1
32722,skinnier,0.27,1.1761,3
32723,skinniest,0.02,0.301,3
32724,skinny,13.98,2.8537,2
32725,skins,2.67,2.1367,1
32726,skip,21.1,3.0322,1
32727,skipjack,0.06,0.6021,2
32728,skipped,5.06,2.4133,1
32729,skippers,0.22,1.0792,2
32730,skipping,3.24,2.2201,2
32731,skips,0.82,1.6335,1
32732,skirmish,0.55,1.4624,2
32733,skirmishes,0.2,1.0414,3
32734,skirmishing,0.06,0.6021,3
32735,skirt,9.96,2.7067,1
32736,skirted,0.02,0.301,2
32737,skirting,0.1,0.7782,2
32738,skirts,2.96,2.1818,1
32739,skis,1.35,1.8451,1
32740,skit,0.82,1.6335,1
32741,skits,0.1,0.7782,1
32742,skittish,0.63,1.5185,2
32743,skulduggery,0.08,0.699,4
32744,skulk,0.29,1.2041,1
32745,skull,14.71,2.8756,1
32746,skulls,2.43,2.0969,1
32747,skunk,3.25,2.2227,1
32748,skunks,0.49,1.415,1
32749,sky,44.8,3.3591,1
32750,skycap,0.14,0.9031,2
32751,skydive,0.22,1.0792,2
32752,skydiving,0.84,1.6435,3
32753,skylarks,0.04,0.4771,2
32754,skylight,0.84,1.6435,2
32755,skylights,0.22,1.0792,2
32756,skyline,0.67,1.5441,2
32757,skyrocket,0.33,1.2553,3
32758,skyrocketed,0.18,1.0,4
32759,skyrocketing,0.24,1.1139,4
32760,skyrockets,0.12,0.8451,3
32761,skyscraper,0.78,1.6128,3
32762,skyscrapers,0.75,1.5911,3
32763,skyward,0.12,0.8451,2
32764,skywriter,0.02,0.301,3
32765,skywriting,0.14,0.9031,3
32766,slab,1.84,1.9777,1
32767,slabs,0.29,1.2041,1
32768,slack,5.92,2.4814,1
32769,slacked,0.02,0.301,1
32770,slacken,0.1,0.7782,2
32771,slackened,0.04,0.4771,2
32772,slackening,0.04,0.4771,3
32773,slacker,0.76,1.6021,2
32774,slackers,0.31,1.2304,2
32775,slackness,0.04,0.4771,2
32776,slacks,1.1,1.7559,1
32777,slag,0.76,1.6021,1
32778,slain,1.8,1.9685,1
32779,slalom,0.06,0.6021,2
32780,slam,5.8,2.4728,1
32781,slammed,3.25,2.2227,1
32782,slammer,1.24,1.8062,2
32783,slamming,1.65,1.9294,2
32784,slams,2.24,2.0607,1
32785,slander,1.25,1.8129,2
32786,slandered,0.27,1.1761,2
32787,slanderer,0.02,0.301,3
32788,slandering,0.22,1.0792,3
32789,slanderous,0.24,1.1139,3
32790,slanders,0.12,0.8451,2
32791,slang,1.39,1.8573,1
32792,slant,1.14,1.7709,1
32793,slanted,0.33,1.2553,2
32794,slanting,0.16,0.9542,2
32795,slap,12.47,2.8041,1
32796,slapdash,0.08,0.699,2
32797,slaphappy,0.1,0.7782,3
32798,slapped,4.96,2.4048,1
32799,slapping,1.73,1.9494,2
32800,slaps,0.86,1.6532,1
32801,slapstick,0.24,1.1139,2
32802,slash,2.39,2.0899,1
32803,slashed,1.51,1.8921,1
32804,slashes,0.25,1.1461,2
32805,slashing,0.65,1.5315,2
32806,slat,0.08,0.699,1
32807,slate,3.24,2.2201,1
32808,slated,0.37,1.301,2
32809,slates,0.14,0.9031,1
32810,slather,0.14,0.9031,2
32811,slathered,0.14,0.9031,2
32812,slathering,0.06,0.6021,3
32813,slats,0.39,1.3222,1
32814,slaughter,5.45,2.4456,2
32815,slaughtered,3.27,2.2253,2
32816,slaughterhouse,1.25,1.8129,3
32817,slaughterhouses,0.24,1.1139,4
32818,slaughtering,0.57,1.4771,3
32819,slaughters,0.2,1.0414,2
32820,slave,18.43,2.9736,1
32821,slavery,4.06,2.3181,3
32822,slaves,8.12,2.618,1
32823,slavish,0.1,0.7782,2
32824,slavishly,0.04,0.4771,3
32825,slaw,0.33,1.2553,1
32826,slay,2.14,2.0414,1
32827,slayer,2.82,2.1614,2
32828,slaying,0.92,1.6812,2
32829,slayings,0.14,0.9031,2
32830,sleaze,0.76,1.6021,1
32831,sleazy,2.18,2.0492,2
32832,sled,2.92,2.1761,1
32833,sledding,0.39,1.3222,2
32834,sledge,0.47,1.3979,1
32835,sledgehammer,0.88,1.6628,3
32836,sleds,0.2,1.0414,1
32837,sleek,0.84,1.6435,1
32838,sleeker,0.06,0.6021,2
32839,sleekest,0.02,0.301,2
32840,sleep,227.94,4.0654,1
32841,sleeper,2.06,2.0253,2
32842,sleepers,0.39,1.3222,2
32843,sleepily,0.04,0.4771,3
32844,sleepiness,0.06,0.6021,3
32845,sleeping,59.35,3.4812,2
32846,sleepless,1.35,1.8451,2
32847,sleeps,8.1,2.617,1
32848,sleepwalk,0.25,1.1461,2
32849,sleepwalker,0.22,1.0792,3
32850,sleepwalkers,0.08,0.699,3
32851,sleepwalking,0.63,1.5185,3
32852,sleepy,8.57,2.6415,2
32853,sleet,0.65,1.5315,1
32854,sleeve,5.61,2.4579,1
32855,sleeveless,0.1,0.7782,2
32856,sleeves,3.08,2.1987,1
32857,sleigh,3.27,2.2253,1
32858,sleight,0.49,1.415,1
32859,slender,0.75,1.5911,2
32860,slept,35.49,3.2579,1
32861,sleuth,0.2,1.0414,1
32862,sleuthing,0.2,1.0414,2
32863,sleuths,0.04,0.4771,1
32864,slew,1.31,1.8325,1
32865,slice,8.53,2.6395,1
32866,sliced,2.14,2.0414,1
32867,slicer,0.12,0.8451,2
32868,slices,1.9,1.9912,2
32869,slicing,1.0,1.716,2
32870,slick,6.86,2.5453,1
32871,slicked,0.12,0.8451,1
32872,slicker,0.82,1.6335,2
32873,slickers,0.16,0.9542,2
32874,slickest,0.06,0.6021,2
32875,slicks,0.06,0.6021,1
32876,slid,1.84,1.9777,1
32877,slide,17.82,2.959,1
32878,slider,0.39,1.3222,2
32879,slides,3.04,2.1931,1
32880,sliding,3.75,2.2833,2
32881,slight,10.18,2.716,1
32882,slighted,0.2,1.0414,2
32883,slightest,6.78,2.5403,2
32884,slightly,11.29,2.7612,2
32885,slime,2.76,2.1523,1
32886,slimmed,0.14,0.9031,1
32887,slimmer,0.22,1.0792,2
32888,slimmest,0.04,0.4771,2
32889,slimming,0.35,1.2788,2
32890,slims,0.04,0.4771,1
32891,slimy,3.12,2.2041,2
32892,sling,2.29,2.0719,1
32893,slinger,0.22,1.0792,2
32894,slinging,0.78,1.6128,2
32895,slings,0.43,1.3617,1
32896,slingshot,1.39,1.8573,2
32897,slingshots,0.1,0.7782,2
32898,slinky,0.96,1.699,2
32899,slip,25.88,3.1209,1
32900,slippage,0.12,0.8451,2
32901,slipped,16.63,2.9289,1
32902,slipper,2.22,2.0569,2
32903,slippers,5.16,2.4216,2
32904,slippery,4.41,2.3541,3
32905,slipping,5.94,2.4829,2
32906,slips,3.88,2.2989,1
32907,slipshod,0.14,0.9031,2
32908,slit,3.8,2.29,1
32909,slither,0.22,1.0792,2
32910,slithering,0.24,1.1139,3
32911,slits,0.29,1.2041,1
32912,slitting,0.25,1.1461,2
32913,sliver,0.45,1.3802,2
32914,slivers,0.22,1.0792,2
32915,slob,3.57,2.2625,1
32916,slobber,0.43,1.3617,2
32917,slobbering,0.57,1.4771,3
32918,slobs,0.9,1.6721,1
32919,slog,0.16,0.9542,1
32920,slogan,2.49,2.1072,2
32921,slogans,0.59,1.4914,2
32922,slogged,0.04,0.4771,1
32923,slogging,0.04,0.4771,2
32924,sloop,0.2,1.0414,1
32925,slop,1.84,1.9777,1
32926,slope,2.94,2.179,1
32927,slopes,1.1,1.7559,1
32928,sloping,0.35,1.2788,2
32929,sloppier,0.08,0.699,3
32930,sloppiest,0.1,0.7782,3
32931,sloppily,0.06,0.6021,3
32932,sloppiness,0.14,0.9031,3
32933,sloppy,5.88,2.4786,2
32934,slosh,0.12,0.8451,1
32935,sloshing,0.2,1.0414,2
32936,slot,5.49,2.4487,1
32937,slots,1.61,1.9191,1
32938,slotted,0.1,0.7782,2
32939,slouch,0.63,1.5185,1
32940,slouching,0.25,1.1461,2
32941,slovenly,0.06,0.6021,3
32942,slow,76.02,3.5886,1
32943,slowdown,0.29,1.2041,2
32944,slowdowns,0.02,0.301,2
32945,slowed,2.27,2.0682,1
32946,slower,5.18,2.4232,2
32947,slowest,0.45,1.3802,2
32948,slowing,3.06,2.1959,2
32949,slowly,25.08,3.1072,2
32950,slowness,0.08,0.699,2
32951,slowpoke,0.35,1.2788,2
32952,slows,1.18,1.7853,1
32953,sludge,0.47,1.3979,1
32954,slug,4.96,2.4048,1
32955,slugfest,0.06,0.6021,2
32956,slugged,1.18,1.7853,1
32957,slugger,1.1,1.7559,2
32958,sluggers,0.04,0.4771,2
32959,slugging,0.59,1.4914,2
32960,sluggish,0.78,1.6128,2
32961,slugs,1.8,1.9685,1
32962,sluice,0.27,1.1761,1
32963,sluicing,0.04,0.4771,2
32964,slum,1.27,1.8195,1
32965,slumber,2.75,2.1492,2
32966,slumbering,0.08,0.699,3
32967,slump,1.2,1.7924,1
32968,slumped,0.47,1.3979,1
32969,slumping,0.16,0.9542,2
32970,slumps,0.14,0.9031,1
32971,slums,0.98,1.7076,1
32972,slung,0.31,1.2304,1
32973,slur,0.47,1.3979,1
32974,slurp,0.43,1.3617,1
32975,slurred,0.27,1.1761,1
32976,slurring,0.31,1.2304,2
32977,slurry,0.04,0.4771,2
32978,slurs,0.35,1.2788,1
32979,slush,0.55,1.4624,1
32980,slut,11.35,2.7634,1
32981,slutty,2.14,2.0414,2
32982,sly,2.67,2.1367,1
32983,slyly,0.02,0.301,2
32984,smack,9.51,2.6866,1
32985,smacked,1.69,1.9395,1
32986,smacking,0.86,1.6532,2
32987,smacks,0.82,1.6335,1
32988,small,124.96,3.8044,1
32989,smaller,13.33,2.8331,2
32990,smallest,3.25,2.2227,2
32991,smallish,0.27,1.1761,2
32992,smallness,0.04,0.4771,2
32993,smallpox,1.47,1.8808,2
32994,smarmy,0.16,0.9542,2
32995,smart,96.25,3.6911,1
32996,smartass,0.71,1.5682,2
32997,smarten,0.57,1.4771,2
32998,smartened,0.06,0.6021,2
32999,smartening,0.06,0.6021,3
33000,smarter,10.84,2.7435,2
33001,smartest,4.47,2.3598,2
33002,smarties,0.1,0.7782,2
33003,smarting,0.04,0.4771,2
33004,smartly,0.16,0.9542,2
33005,smartness,0.1,0.7782,2
33006,smarts,1.49,1.8865,1
33007,smarty,0.59,1.4914,2
33008,smash,8.25,2.6253,1
33009,smashed,7.02,2.5551,1
33010,smasher,0.12,0.8451,2
33011,smashes,0.82,1.6335,2
33012,smashing,3.31,2.2304,2
33013,smattering,0.18,1.0,3
33014,smear,2.18,2.0492,1
33015,smeared,1.14,1.7709,1
33016,smearing,0.22,1.0792,2
33017,smears,0.24,1.1139,1
33018,smell,83.14,3.6275,1
33019,smelled,7.92,2.6075,1
33020,smelling,4.96,2.4048,2
33021,smells,27.27,3.1436,1
33022,smelly,4.14,2.3263,2
33023,smelt,1.02,1.7243,1
33024,smelter,0.08,0.699,2
33025,smelting,0.18,1.0,2
33026,smidgen,0.41,1.3424,2
33027,smile,58.0,3.4711,1
33028,smiled,4.92,2.4014,1
33029,smiles,6.2,2.5011,1
33030,smiling,17.2,2.9435,2
33031,smilingly,0.1,0.7782,3
33032,smirk,0.8,1.6232,1
33033,smirking,0.37,1.301,2
33034,smirks,0.06,0.6021,1
33035,smit,0.04,0.4771,1
33036,smithereen,0.02,0.301,3
33037,smithereens,0.55,1.4624,3
33038,smitten,1.22,1.7993,2
33039,smock,0.49,1.415,1
33040,smog,1.08,1.7482,1
33041,smoggy,0.12,0.8451,2
33042,smoke,65.43,3.5235,1
33043,smoked,7.0,2.5539,1
33044,smokeless,0.08,0.699,2
33045,smoker,2.27,2.0682,2
33046,smokers,1.25,1.8129,2
33047,smokes,5.14,2.42,1
33048,smokescreen,0.16,0.9542,2
33049,smokestack,0.18,1.0,2
33050,smokestacks,0.04,0.4771,2
33051,smoking,26.16,3.1255,2
33052,smoky,0.67,1.5441,2
33053,smoldering,0.55,1.4624,3
33054,smooth,18.27,2.9699,1
33055,smoothed,0.18,1.0,1
33056,smoother,0.96,1.699,2
33057,smoothest,0.22,1.0792,2
33058,smoothing,0.16,0.9542,2
33059,smoothly,2.73,2.1461,2
33060,smoothness,0.12,0.8451,2
33061,smorgasbord,0.69,1.5563,3
33062,smother,1.18,1.7853,2
33063,smothered,1.31,1.8325,2
33064,smothering,0.41,1.3424,3
33065,smothers,0.2,1.0414,2
33066,smudge,1.0,1.716,1
33067,smudged,0.47,1.3979,1
33068,smug,2.39,2.0899,1
33069,smuggle,2.0,2.0128,2
33070,smuggled,1.57,1.9085,2
33071,smuggler,1.22,1.7993,2
33072,smugglers,0.94,1.6902,2
33073,smuggling,3.02,2.1903,2
33074,smugly,0.08,0.699,2
33075,smugness,0.18,1.0,2
33076,smut,1.37,1.8513,1
33077,snack,9.14,2.6693,1
33078,snacked,0.06,0.6021,1
33079,snacking,0.35,1.2788,2
33080,snacks,3.39,2.2405,1
33081,snafu,0.53,1.4472,2
33082,snafus,0.04,0.4771,2
33083,snag,1.9,1.9912,1
33084,snagged,1.1,1.7559,1
33085,snagging,0.06,0.6021,2
33086,snags,0.24,1.1139,1
33087,snail,1.76,1.959,1
33088,snails,2.22,2.0569,1
33089,snake,22.35,3.0573,1
33090,snakebite,0.31,1.2304,2
33091,snakebites,0.04,0.4771,2
33092,snakelike,0.02,0.301,2
33093,snakes,10.16,2.7152,1
33094,snaking,0.12,0.8451,2
33095,snap,17.39,2.9484,1
33096,snapdragons,0.04,0.4771,3
33097,snapped,4.92,2.4014,1
33098,snapper,0.67,1.5441,2
33099,snapping,1.69,1.9395,2
33100,snappy,2.94,2.179,2
