Word,Freq_Per_Mil1,Log_Freq_Per_Mil1,Word_Length,Word_Syll
23223,napkins,2.57,2.1206,7.0,2.0
23224,napped,0.1,0.7782,6.0,1.0
23225,napper,0.02,0.301,6.0,2.0
23226,napping,1.25,1.8129,7.0,2.0
23227,naps,1.04,1.7324,4.0,1.0
23228,narc,1.45,1.8751,4.0,1.0
23229,narcissism,0.65,1.5315,10.0,4.0
23230,narcissist,0.51,1.4314,10.0,3.0
23231,narcissistic,0.63,1.5185,12.0,4.0
23232,narco,0.31,1.2304,5.0,2.0
23233,narcolepsy,0.24,1.1139,10.0,4.0
23234,narcos,0.02,0.301,6.0,2.0
23235,narcotic,0.86,1.6532,8.0,3.0
23236,narcotics,5.14,2.42,9.0,3.0
23237,nard,0.02,0.301,4.0,1.0
23238,narrate,0.24,1.1139,7.0,2.0
23239,narrated,0.47,1.3979,8.0,3.0
23240,narration,0.27,1.1761,9.0,3.0
23241,narrative,1.04,1.7324,9.0,3.0
23242,narratives,0.06,0.6021,10.0,3.0
23243,narrators,0.02,0.301,9.0,3.0
23244,narrow,7.02,2.5551,6.0,2.0
23245,narrowed,1.63,1.9243,8.0,2.0
23246,narrower,0.22,1.0792,8.0,3.0
23247,narrowest,0.16,0.9542,9.0,3.0
23248,narrowing,0.47,1.3979,9.0,3.0
23249,narrowly,0.25,1.1461,8.0,3.0
23250,narrowness,0.02,0.301,10.0,3.0
23251,narrows,1.24,1.8062,7.0,2.0
23252,nary,0.27,1.1761,4.0,2.0
23253,nasal,2.08,2.0294,5.0,2.0
23254,nasally,0.14,0.9031,7.0,3.0
23255,nascent,0.1,0.7782,7.0,2.0
23256,nasopharynx,0.04,0.4771,11.0,4.0
23257,nastier,0.27,1.1761,7.0,3.0
23258,nastiest,0.55,1.4624,8.0,3.0
23259,nastiness,0.18,1.0,9.0,3.0
23260,nasty,22.57,3.0615,5.0,2.0
23261,natal,0.1,0.7782,5.0,2.0
23262,nation,20.49,3.0195,6.0,2.0
23263,national,38.16,3.2894,8.0,3.0
23264,nationalism,0.24,1.1139,11.0,5.0
23265,nationalist,0.24,1.1139,11.0,4.0
23266,nationalistic,0.08,0.699,13.0,5.0
23267,nationalities,0.24,1.1139,13.0,5.0
23268,nationality,0.82,1.6335,11.0,5.0
23269,nationalization,0.04,0.4771,15.0,6.0
23270,nationalized,0.02,0.301,12.0,4.0
23271,nationally,0.53,1.4472,10.0,4.0
23272,nationals,1.73,1.9494,9.0,3.0
23273,nations,7.57,2.5877,7.0,2.0
23274,nationwide,1.33,1.8388,10.0,3.0
23275,native,8.25,2.6253,6.0,2.0
23276,natives,4.24,2.3365,7.0,2.0
23277,nativity,0.35,1.2788,8.0,4.0
23278,natter,0.04,0.4771,6.0,2.0
23279,nattering,0.06,0.6021,9.0,3.0
23280,nattily,0.02,0.301,7.0,3.0
23281,natty,0.24,1.1139,5.0,2.0
23282,natural,42.35,3.3347,7.0,3.0
23283,naturalist,0.27,1.1761,10.0,4.0
23284,naturalistic,0.06,0.6021,12.0,5.0
23285,naturalists,0.06,0.6021,11.0,4.0
23286,naturalized,0.18,1.0,11.0,4.0
23287,naturally,24.51,3.0973,9.0,4.0
23288,nature,45.16,3.3625,6.0,2.0
23289,natured,0.02,0.301,7.0,2.0
23290,natures,0.65,1.5315,7.0,2.0
23291,naught,0.59,1.4914,6.0,1.0
23292,naughty,10.25,2.7193,7.0,2.0
23293,nausea,2.16,2.0453,6.0,3.0
23294,nauseam,0.08,0.699,7.0,2.0
23295,nauseate,0.06,0.6021,8.0,3.0
23296,nauseated,0.27,1.1761,9.0,4.0
23297,nauseating,0.59,1.4914,10.0,4.0
23298,nauseous,3.1,2.2014,8.0,2.0
23299,nautical,0.88,1.6628,8.0,3.0
23300,nav,0.31,1.2304,3.0,1.0
23301,naval,5.73,2.4669,5.0,2.0
23302,nave,0.41,1.3424,4.0,1.0
23303,navel,1.24,1.8062,5.0,2.0
23304,navies,0.12,0.8451,6.0,2.0
23305,navigable,0.06,0.6021,9.0,4.0
23306,navigate,1.92,1.9956,8.0,3.0
23307,navigated,0.16,0.9542,9.0,4.0
23308,navigates,0.02,0.301,9.0,3.0
23309,navigating,0.27,1.1761,10.0,4.0
23310,navigation,1.71,1.9445,10.0,4.0
23311,navigational,0.94,1.6902,12.0,5.0
23312,navigator,2.69,2.1399,9.0,4.0
23313,navigators,0.08,0.699,10.0,4.0
23314,nays,0.16,0.9542,4.0,1.0
23315,naysayer,0.06,0.6021,8.0,3.0
23316,naysayers,0.12,0.8451,9.0,3.0
23317,ne,3.9,2.301,2.0,1.0
23318,near,83.1,3.6273,4.0,1.0
23319,nearby,8.33,2.6294,6.0,2.0
23320,neared,0.12,0.8451,6.0,1.0
23321,nearer,2.59,2.1239,6.0,2.0
23322,nearest,7.49,2.5832,7.0,2.0
23323,nearing,1.02,1.7243,7.0,2.0
23324,nearly,33.75,3.236,6.0,2.0
23325,nears,0.16,0.9542,5.0,1.0
23326,nearsighted,0.53,1.4472,11.0,3.0
23327,nearsightedness,0.02,0.301,15.0,4.0
23328,neat,12.45,2.8035,4.0,1.0
23329,neater,0.37,1.301,6.0,2.0
23330,neatest,0.29,1.2041,7.0,2.0
23331,neatly,1.33,1.8388,6.0,2.0
23332,neatness,0.35,1.2788,8.0,2.0
23333,nebulizer,0.1,0.7782,9.0,4.0
23334,nebulous,0.06,0.6021,8.0,3.0
23335,necessarily,11.27,2.7604,11.0,5.0
23336,necessary,45.98,3.3703,9.0,4.0
23337,necessitate,0.04,0.4771,11.0,4.0
23338,necessitated,0.04,0.4771,12.0,5.0
23339,necessitates,0.04,0.4771,12.0,4.0
23340,necessitating,0.1,0.7782,13.0,5.0
23341,necessities,0.69,1.5563,11.0,4.0
23342,necessity,2.88,2.1703,9.0,4.0
23343,neck,59.51,3.4823,4.0,1.0
23344,necked,0.08,0.699,6.0,1.0
23345,necklace,9.75,2.6972,8.0,2.0
23346,necklaces,0.78,1.6128,9.0,3.0
23347,necks,3.22,2.2175,5.0,1.0
23348,necktie,1.2,1.7924,7.0,2.0
23349,neckties,0.47,1.3979,8.0,2.0
23350,neckwear,0.04,0.4771,8.0,2.0
23351,necrology,0.06,0.6021,9.0,4.0
23352,necromancer,0.41,1.3424,11.0,4.0
23353,necromancy,0.06,0.6021,10.0,4.0
23354,necrosis,0.12,0.8451,8.0,3.0
23355,nectar,0.92,1.6812,6.0,2.0
23356,nee,0.47,1.3979,3.0,1.0
23357,need,1294.9,4.8198,4.0,1.0
23358,needed,94.47,3.683,6.0,2.0
23359,needful,0.04,0.4771,7.0,2.0
23360,neediest,0.2,1.0414,8.0,3.0
23361,needing,8.08,2.616,7.0,2.0
23362,needle,11.92,2.7846,6.0,2.0
23363,needled,0.08,0.699,7.0,2.0
23364,needlepoint,0.55,1.4624,11.0,3.0
23365,needles,5.16,2.4216,7.0,2.0
23366,needlessly,0.61,1.5051,10.0,3.0
23367,needlework,0.27,1.1761,10.0,3.0
23368,needling,0.2,1.0414,8.0,2.0
23369,needs,160.75,3.9138,5.0,1.0
23370,needy,3.04,2.1931,5.0,2.0
23371,nefarious,0.75,1.5911,9.0,4.0
23372,neg,0.24,1.1139,3.0,1.0
23373,negate,0.35,1.2788,6.0,2.0
23374,negated,0.08,0.699,7.0,3.0
23375,negates,0.1,0.7782,7.0,2.0
23376,negating,0.12,0.8451,8.0,3.0
23377,negation,0.1,0.7782,8.0,3.0
23378,negative,25.65,3.1169,8.0,3.0
23379,negatively,0.27,1.1761,10.0,4.0
23380,negatives,1.25,1.8129,9.0,3.0
23381,negativism,0.04,0.4771,10.0,5.0
23382,negativity,0.65,1.5315,10.0,5.0
23383,neglect,1.69,1.9395,7.0,2.0
23384,neglected,3.55,2.2601,9.0,3.0
23385,neglectful,0.29,1.2041,10.0,3.0
23386,neglecting,0.96,1.699,10.0,3.0
23387,neglects,0.16,0.9542,8.0,2.0
23388,negligence,1.78,1.9638,10.0,3.0
23389,negligent,1.0,1.716,9.0,3.0
23390,negligently,0.02,0.301,11.0,4.0
23391,negligible,0.39,1.3222,10.0,4.0
23392,negotiable,0.9,1.6721,10.0,4.0
23393,negotiate,6.71,2.5353,9.0,4.0
23394,negotiated,1.31,1.8325,10.0,5.0
23395,negotiates,0.08,0.699,10.0,4.0
23396,negotiating,3.04,2.1931,11.0,5.0
23397,negotiation,2.29,2.0719,11.0,5.0
23398,negotiations,3.41,2.243,12.0,5.0
23399,negotiator,1.31,1.8325,10.0,5.0
23400,negotiators,0.43,1.3617,11.0,5.0
23401,negros,0.16,0.9542,6.0,2.0
23402,neighbor,16.94,2.937,8.0,2.0
23403,neighborhood,36.69,3.2723,12.0,3.0
23404,neighborhoods,1.06,1.7404,13.0,3.0
23405,neighboring,0.75,1.5911,11.0,3.0
23406,neighborly,0.67,1.5441,10.0,3.0
23407,neighbors,17.02,2.939,9.0,2.0
23408,neither,67.67,3.5381,7.0,2.0
23409,nematodes,0.02,0.301,9.0,3.0
23410,nemesis,0.88,1.6628,7.0,3.0
23411,neoclassic,0.06,0.6021,10.0,4.0
23412,neoclassical,0.08,0.699,12.0,5.0
23413,neoconservative,0.02,0.301,15.0,6.0
23414,neon,2.86,2.1673,4.0,2.0
23415,neonatal,0.08,0.699,8.0,4.0
23416,neophyte,0.16,0.9542,8.0,3.0
23417,neophytes,0.12,0.8451,9.0,3.0
23418,nephew,16.59,2.9279,6.0,2.0
23419,nephews,1.08,1.7482,7.0,2.0
23420,nepotism,0.18,1.0,8.0,4.0
23421,nerd,3.29,2.2279,4.0,1.0
23422,nerds,1.98,2.0086,5.0,1.0
23423,nerdy,0.47,1.3979,5.0,2.0
23424,nerve,22.96,3.0689,5.0,1.0
23425,nerves,10.96,2.7482,6.0,1.0
23426,nervous,67.16,3.5348,7.0,2.0
23427,nervously,0.47,1.3979,9.0,3.0
23428,nervousness,0.59,1.4914,11.0,3.0
23429,nervy,0.16,0.9542,5.0,2.0
23430,nest,11.1,2.7536,4.0,1.0
23431,nested,0.06,0.6021,6.0,2.0
23432,nester,0.16,0.9542,6.0,2.0
23433,nesters,0.18,1.0,7.0,2.0
23434,nesting,0.59,1.4914,7.0,2.0
23435,nestled,0.45,1.3802,7.0,2.0
23436,nests,0.45,1.3802,5.0,1.0
23437,net,15.55,2.8998,3.0,1.0
23438,nether,0.39,1.3222,6.0,2.0
23439,netherworld,0.24,1.1139,11.0,3.0
23440,nets,1.94,2.0,4.0,1.0
23441,netted,0.24,1.1139,6.0,2.0
23442,netting,0.35,1.2788,7.0,2.0
23443,nettle,0.16,0.9542,6.0,2.0
23444,nettles,0.14,0.9031,7.0,2.0
23445,network,16.53,2.9263,7.0,2.0
23446,networked,0.18,1.0,9.0,2.0
23447,networking,0.53,1.4472,10.0,3.0
23448,networks,2.12,2.0374,8.0,2.0
23449,neural,1.96,2.0043,6.0,2.0
23450,neurasthenia,0.1,0.7782,12.0,5.0
23451,neurologic,0.14,0.9031,10.0,4.0
23452,neurological,1.12,1.7634,12.0,5.0
23453,neurologist,1.0,1.716,11.0,4.0
23454,neurologists,0.08,0.699,12.0,4.0
23455,neurons,1.0,1.716,7.0,2.0
23456,neuropathy,0.04,0.4771,10.0,4.0
23457,neuroscience,0.04,0.4771,12.0,4.0
23458,neuroscientist,0.04,0.4771,14.0,5.0
23459,neuroses,0.53,1.4472,8.0,3.0
23460,neurosis,0.63,1.5185,8.0,3.0
23461,neurosurgeon,0.8,1.6232,12.0,4.0
23462,neurosurgeons,0.14,0.9031,13.0,4.0
23463,neurosurgery,0.76,1.6021,12.0,5.0
23464,neurotic,2.67,2.1367,8.0,3.0
23465,neutered,0.71,1.5682,8.0,2.0
23466,neutering,0.18,1.0,9.0,3.0
23467,neutral,4.22,2.3345,7.0,2.0
23468,neutralist,0.02,0.301,10.0,3.0
23469,neutrality,0.33,1.2553,10.0,4.0
23470,neutralization,0.1,0.7782,14.0,5.0
23471,neutralize,1.22,1.7993,10.0,3.0
23472,neutralized,0.73,1.5798,11.0,3.0
23473,neutralizes,0.18,1.0,11.0,4.0
23474,neutralizing,0.12,0.8451,12.0,4.0
23475,neutrally,0.02,0.301,9.0,3.0
23476,neutrals,0.04,0.4771,8.0,2.0
23477,neutrino,0.24,1.1139,8.0,3.0
23478,neutrinos,0.04,0.4771,9.0,3.0
23479,neutrons,0.27,1.1761,8.0,2.0
23480,never,1362.55,4.8419,5.0,2.0
23481,nevermore,0.25,1.1461,9.0,3.0
23482,new,723.78,4.5672,3.0,1.0
23483,newborn,2.51,2.1106,7.0,2.0
23484,newborns,0.25,1.1461,8.0,2.0
23485,newcomer,1.08,1.7482,8.0,3.0
23486,newcomers,0.57,1.4771,9.0,3.0
23487,newer,1.0,1.716,5.0,2.0
23488,newest,3.94,2.3054,6.0,2.0
23489,newfangled,0.29,1.2041,10.0,3.0
23490,newfound,1.18,1.7853,8.0,2.0
23491,newly,2.75,2.1492,5.0,2.0
23492,newlywed,0.43,1.3617,8.0,3.0
23493,newlyweds,1.45,1.8751,9.0,3.0
23494,newness,0.25,1.1461,7.0,2.0
23495,news,164.69,3.9243,4.0,1.0
23496,newscast,0.53,1.4472,8.0,2.0
23497,newscasters,0.06,0.6021,11.0,3.0
23498,newscasts,0.06,0.6021,9.0,2.0
23499,newsflash,0.63,1.5185,9.0,2.0
23500,newsgroup,0.02,0.301,9.0,2.0
23501,newsletter,0.84,1.6435,10.0,3.0
23502,newsletters,0.1,0.7782,11.0,3.0
23503,newsman,0.39,1.3222,7.0,2.0
23504,newsmen,0.29,1.2041,7.0,2.0
23505,newspaper,23.69,3.0824,9.0,3.0
23506,newspaperman,1.43,1.8692,12.0,4.0
23507,newspapermen,0.67,1.5441,12.0,4.0
23508,newspapers,11.47,2.7679,10.0,3.0
23509,newsprint,0.16,0.9542,9.0,2.0
23510,newsreel,0.75,1.5911,8.0,2.0
23511,newsreels,0.35,1.2788,9.0,2.0
23512,newsroom,0.76,1.6021,8.0,2.0
23513,newsrooms,0.02,0.301,9.0,2.0
23514,newsstand,1.04,1.7324,9.0,2.0
23515,newsstands,0.2,1.0414,10.0,2.0
23516,newswoman,0.16,0.9542,9.0,3.0
23517,newsworthy,0.31,1.2304,10.0,3.0
23518,newsy,0.04,0.4771,5.0,2.0
23519,next,452.75,4.3634,4.0,1.0
23520,ni,1.41,1.8633,2.0,1.0
23521,niacin,0.04,0.4771,6.0,3.0
23522,nib,0.1,0.7782,3.0,1.0
23523,nibble,1.51,1.8921,6.0,2.0
23524,nibbled,0.16,0.9542,7.0,2.0
23525,nibbling,0.57,1.4771,8.0,3.0
23526,nice,649.51,4.5202,4.0,1.0
23527,nicely,10.0,2.7084,6.0,2.0
23528,niceness,0.24,1.1139,8.0,2.0
23529,nicer,7.49,2.5832,5.0,2.0
23530,nicest,5.71,2.4654,6.0,2.0
23531,niceties,0.24,1.1139,8.0,3.0
23532,nicety,0.04,0.4771,6.0,3.0
23533,niche,0.92,1.6812,5.0,1.0
23534,nicked,1.39,1.8573,6.0,1.0
23535,nickel,8.45,2.6355,6.0,2.0
23536,nickels,2.25,2.0645,7.0,2.0
23537,nickname,6.78,2.5403,8.0,2.0
23538,nicknamed,0.71,1.5682,9.0,2.0
23539,nicknames,0.9,1.6721,9.0,2.0
23540,nicotine,1.71,1.9445,8.0,3.0
23541,niece,9.53,2.6875,5.0,1.0
23542,nieces,0.61,1.5051,6.0,2.0
23543,nifty,1.39,1.8573,5.0,2.0
23544,niggard,0.06,0.6021,7.0,2.0
23545,nigger,20.27,3.0149,6.0,2.0
23546,niggers,6.0,2.4871,7.0,2.0
23547,nigh,0.82,1.6335,4.0,1.0
23548,night,866.04,4.6451,5.0,1.0
23549,nightclub,4.65,2.3766,9.0,2.0
23550,nightclubs,1.12,1.7634,10.0,2.0
23551,nighter,0.08,0.699,7.0,2.0
23552,nighters,0.02,0.301,8.0,2.0
23553,nightfall,2.31,2.0755,9.0,2.0
23554,nightlife,0.55,1.4624,9.0,2.0
23555,nightly,1.37,1.8513,7.0,2.0
23556,nightmare,22.39,3.058,9.0,2.0
23557,nightmares,7.27,2.5705,10.0,2.0
23558,nightmarish,0.22,1.0792,11.0,3.0
23559,nights,33.86,3.2375,6.0,1.0
23560,nightshirt,0.22,1.0792,10.0,2.0
23561,nightshirts,0.02,0.301,11.0,2.0
23562,nightstand,0.84,1.6435,10.0,2.0
23563,nightstick,0.41,1.3424,10.0,2.0
23564,nightsticks,0.1,0.7782,11.0,2.0
23565,nighttime,2.06,2.0253,9.0,2.0
23566,nighttimes,0.02,0.301,10.0,2.0
23567,nihilism,0.08,0.699,8.0,4.0
23568,nihilists,0.06,0.6021,9.0,3.0
23569,nil,0.45,1.3802,3.0,1.0
23570,nill,0.06,0.6021,4.0,1.0
23571,nimble,0.59,1.4914,6.0,2.0
23572,nimrod,0.47,1.3979,6.0,2.0
23573,nincompoop,0.82,1.6335,10.0,3.0
23574,nincompoops,0.2,1.0414,11.0,3.0
23575,nine,67.47,3.5368,4.0,1.0
23576,nines,1.06,1.7404,5.0,1.0
23577,nineteenth,0.35,1.2788,10.0,2.0
23578,nineties,0.49,1.415,8.0,2.0
23579,ninetieth,0.02,0.301,9.0,3.0
23580,ninja,2.57,2.1206,5.0,2.0
23581,ninjas,0.76,1.6021,6.0,2.0
23582,ninny,0.88,1.6628,5.0,2.0
23583,ninos,0.04,0.4771,5.0,2.0
23584,ninth,6.55,2.525,5.0,1.0
23585,ninths,0.02,0.301,6.0,1.0
23586,nip,3.24,2.2201,3.0,1.0
23587,nipped,0.31,1.2304,6.0,1.0
23588,nipper,0.57,1.4771,6.0,2.0
23589,nipping,0.39,1.3222,7.0,2.0
23590,nipple,2.82,2.1614,6.0,2.0
23591,nipples,4.55,2.3674,7.0,2.0
23592,nippy,0.94,1.6902,5.0,2.0
23593,nit,0.16,0.9542,3.0,1.0
23594,nitpick,0.1,0.7782,7.0,2.0
23595,nitpicking,0.04,0.4771,10.0,3.0
23596,nitrate,1.08,1.7482,7.0,2.0
23597,nitrates,0.37,1.301,8.0,2.0
23598,nitrating,0.02,0.301,9.0,3.0
23599,nitric,0.24,1.1139,6.0,2.0
23600,nitro,1.71,1.9445,5.0,2.0
23601,nitrocellulose,0.02,0.301,14.0,5.0
23602,nitrogen,1.2,1.7924,8.0,3.0
23603,nitroglycerin,0.65,1.5315,13.0,5.0
23604,nitroglycerine,0.29,1.2041,14.0,5.0
23605,nitrous,0.69,1.5563,7.0,2.0
23606,nitty,0.04,0.4771,5.0,2.0
23607,nixed,0.16,0.9542,5.0,1.0
23608,nobelium,0.04,0.4771,8.0,4.0
23609,nobility,1.65,1.9294,8.0,4.0
23610,nobis,0.06,0.6021,5.0,2.0
23611,noble,14.59,2.8722,5.0,2.0
23612,nobleman,0.73,1.5798,8.0,3.0
23613,nobler,0.53,1.4472,6.0,2.0
23614,nobles,1.49,1.8865,6.0,2.0
23615,noblest,0.49,1.415,7.0,2.0
23616,noblewoman,0.04,0.4771,10.0,4.0
23617,nobly,0.43,1.3617,5.0,2.0
23618,nobodies,0.61,1.5051,8.0,3.0
23619,nock,0.1,0.7782,4.0,1.0
23620,nocturnal,1.22,1.7993,9.0,3.0
23621,nod,3.98,2.3096,3.0,1.0
23622,nodded,0.67,1.5441,6.0,2.0
23623,nodding,0.82,1.6335,7.0,2.0
23624,node,0.49,1.415,4.0,1.0
23625,nodes,0.55,1.4624,5.0,1.0
23626,nods,0.33,1.2553,4.0,1.0
23627,nodule,0.04,0.4771,6.0,2.0
23628,nodules,0.14,0.9031,7.0,2.0
23629,noes,0.04,0.4771,4.0,1.0
23630,noise,34.88,3.2504,5.0,1.0
23631,noises,7.16,2.5635,6.0,2.0
23632,noisier,0.14,0.9031,7.0,3.0
23633,noisiest,0.08,0.699,8.0,3.0
23634,noisily,0.16,0.9542,7.0,3.0
23635,noisy,5.04,2.4116,5.0,2.0
23636,nolo,0.1,0.7782,4.0,2.0
23637,nom,0.33,1.2553,3.0,1.0
23638,nomadic,0.29,1.2041,7.0,3.0
23639,nomads,0.25,1.1461,6.0,2.0
23640,nomenclature,0.2,1.0414,12.0,4.0
23641,nominal,0.75,1.5911,7.0,3.0
23642,nominate,0.9,1.6721,8.0,3.0
23643,nominated,2.33,2.0792,9.0,4.0
23644,nominates,0.1,0.7782,9.0,3.0
23645,nominating,0.04,0.4771,10.0,4.0
23646,nomination,2.39,2.0899,10.0,4.0
23647,nominations,0.73,1.5798,11.0,4.0
23648,nominee,0.78,1.6128,7.0,3.0
23649,nominees,0.9,1.6721,8.0,3.0
23650,non,3.75,2.2833,3.0,1.0
23651,nonaggression,0.02,0.301,13.0,4.0
23652,nonalcoholic,0.12,0.8451,12.0,5.0
23653,nonaligned,0.02,0.301,10.0,3.0
23654,nonbeliever,0.08,0.699,11.0,4.0
23655,nonbelievers,0.06,0.6021,12.0,4.0
23656,nonbinding,0.02,0.301,10.0,3.0
23657,nonce,0.06,0.6021,5.0,1.0
23658,nonchalance,0.06,0.6021,11.0,3.0
23659,nonchalant,0.37,1.301,10.0,3.0
23660,nonchalantly,0.08,0.699,12.0,4.0
23661,noncombatant,0.02,0.301,12.0,4.0
23662,noncombatants,0.02,0.301,13.0,4.0
23663,noncommittal,0.14,0.9031,12.0,4.0
23664,noncompetitive,0.04,0.4771,14.0,5.0
23665,noncompliance,0.22,1.0792,13.0,4.0
23666,nonconformist,0.1,0.7782,13.0,4.0
23667,nonconformists,0.04,0.4771,14.0,4.0
23668,nondescript,0.2,1.0414,11.0,3.0
23669,none,110.61,3.7514,4.0,1.0
23670,nonentity,0.06,0.6021,9.0,4.0
23671,nonessential,0.06,0.6021,12.0,4.0
23672,nonetheless,2.53,2.1139,11.0,3.0
23673,nonevent,0.04,0.4771,8.0,3.0
23674,nonexclusive,0.06,0.6021,12.0,4.0
23675,nonexistent,0.84,1.6435,11.0,4.0
23676,nonfarm,0.02,0.301,7.0,2.0
23677,nonfat,0.49,1.415,6.0,2.0
23678,nonfatal,0.02,0.301,8.0,3.0
23679,nonfiction,0.39,1.3222,10.0,3.0
23680,nonhuman,0.16,0.9542,8.0,3.0
23681,nonintervention,0.02,0.301,15.0,5.0
23682,nonlethal,0.14,0.9031,9.0,3.0
23683,nonlinear,0.04,0.4771,9.0,4.0
23684,nonmembers,0.02,0.301,10.0,3.0
23685,nonmilitary,0.1,0.7782,11.0,5.0
23686,nonnative,0.08,0.699,9.0,3.0
23687,nonnatives,0.02,0.301,10.0,3.0
23688,nonpartisan,0.02,0.301,11.0,4.0
23689,nonpaying,0.02,0.301,9.0,3.0
23690,nonpayment,0.16,0.9542,10.0,3.0
23691,nonplussed,0.1,0.7782,10.0,2.0
23692,nonpolitical,0.04,0.4771,12.0,5.0
23693,nonproductive,0.02,0.301,13.0,4.0
23694,nonprofessional,0.04,0.4771,15.0,5.0
23695,nonprofit,0.31,1.2304,9.0,3.0
23696,nonproliferation,0.04,0.4771,16.0,6.0
23697,nonrefundable,0.14,0.9031,13.0,5.0
23698,nonreligious,0.02,0.301,12.0,4.0
23699,nonresidential,0.02,0.301,14.0,5.0
23700,nonresidents,0.02,0.301,12.0,4.0
23701,nonresponsive,0.18,1.0,13.0,4.0
23702,nonrestricted,0.02,0.301,13.0,4.0
23703,nonsectarian,0.06,0.6021,12.0,5.0
23704,nonsense,28.47,3.1623,8.0,2.0
23705,nonsensical,0.25,1.1461,11.0,4.0
23706,nonsmoker,0.12,0.8451,9.0,3.0
23707,nonsmoking,0.27,1.1761,10.0,3.0
23708,nonspecific,0.1,0.7782,11.0,4.0
23709,nonstandard,0.02,0.301,11.0,3.0
23710,nonstarter,0.02,0.301,10.0,3.0
23711,nonstick,0.02,0.301,8.0,2.0
23712,nonstop,1.76,1.959,7.0,2.0
23713,nonsurgical,0.02,0.301,11.0,4.0
23714,nontoxic,0.1,0.7782,8.0,3.0
23715,nontraditional,0.02,0.301,14.0,5.0
23716,nonunion,0.04,0.4771,8.0,3.0
23717,nonverbal,0.14,0.9031,9.0,3.0
23718,nonviolence,0.14,0.9031,11.0,4.0
23719,nonvoting,0.02,0.301,9.0,3.0
23720,noodle,2.9,2.1732,6.0,2.0
23721,noodles,6.06,2.4914,7.0,2.0
23722,nook,1.06,1.7404,4.0,1.0
23723,nooks,0.2,1.0414,5.0,1.0
23724,noon,18.12,2.9661,4.0,1.0
23725,noontime,0.16,0.9542,8.0,2.0
23726,noose,2.18,2.0492,5.0,1.0
23727,nor,35.98,3.2639,3.0,1.0
23728,normal,70.37,3.5551,6.0,2.0
23729,normalcy,0.39,1.3222,8.0,3.0
23730,normality,0.33,1.2553,9.0,4.0
23731,normalize,0.08,0.699,9.0,3.0
23732,normalized,0.04,0.4771,10.0,3.0
23733,normalizing,0.06,0.6021,11.0,4.0
23734,normally,16.04,2.9133,8.0,3.0
23735,normative,0.06,0.6021,9.0,3.0
23736,norms,0.31,1.2304,5.0,1.0
23737,norry,0.02,0.301,5.0,2.0
23738,northbound,0.63,1.5185,10.0,2.0
23739,northeast,3.22,2.2175,9.0,2.0
23740,northeasterly,0.02,0.301,13.0,4.0
23741,northerly,0.06,0.6021,9.0,3.0
23742,northernmost,0.06,0.6021,12.0,3.0
23743,northward,0.22,1.0792,9.0,2.0
23744,northwest,4.0,2.3118,9.0,2.0
23745,northwesterly,0.08,0.699,13.0,4.0
23746,nose,69.75,3.5512,4.0,1.0
23747,nosebleed,0.8,1.6232,9.0,2.0
23748,nosed,0.06,0.6021,5.0,1.0
23749,nosedive,0.16,0.9542,8.0,2.0
23750,noses,4.76,2.3874,5.0,2.0
23751,nosiness,0.02,0.301,8.0,3.0
23752,nosing,0.84,1.6435,6.0,2.0
23753,nostalgia,0.76,1.6021,9.0,3.0
23754,nostalgic,1.0,1.716,9.0,3.0
23755,nostril,0.69,1.5563,7.0,2.0
23756,nostrils,1.61,1.9191,8.0,2.0
23757,nostrums,0.02,0.301,8.0,2.0
23758,nosy,2.82,2.1614,4.0,2.0
23759,not,5424.96,5.442,3.0,1.0
23760,notable,0.61,1.5051,7.0,3.0
23761,notables,0.12,0.8451,8.0,3.0
23762,notably,0.43,1.3617,7.0,3.0
23763,notary,0.69,1.5563,6.0,3.0
23764,notation,0.24,1.1139,8.0,3.0
23765,notations,0.2,1.0414,9.0,3.0
23766,notch,3.33,2.233,5.0,1.0
23767,notched,0.06,0.6021,7.0,1.0
23768,notches,0.88,1.6628,7.0,2.0
23769,note,53.55,3.4365,4.0,1.0
23770,notebook,4.61,2.3729,8.0,2.0
23771,notebooks,1.59,1.9138,9.0,2.0
23772,noted,4.8,2.3909,5.0,2.0
23773,notes,24.61,3.099,5.0,1.0
23774,noteworthy,0.16,0.9542,10.0,3.0
23775,nother,0.65,1.5315,6.0,2.0
23776,nothing,853.61,4.6388,7.0,2.0
23777,nothingness,0.84,1.6435,11.0,3.0
23778,nothings,0.39,1.3222,8.0,2.0
23779,notice,59.25,3.4804,6.0,2.0
23780,noticeable,0.88,1.6628,10.0,4.0
23781,noticeably,0.2,1.0414,10.0,4.0
23782,noticed,41.78,3.3288,7.0,2.0
23783,notices,2.75,2.1492,7.0,3.0
23784,noticing,3.84,2.2945,8.0,3.0
23785,notification,0.61,1.5051,12.0,5.0
23786,notifications,0.06,0.6021,13.0,5.0
23787,notified,4.29,2.3424,8.0,3.0
23788,notifies,0.02,0.301,8.0,3.0
23789,notify,7.2,2.5658,6.0,3.0
23790,notifying,0.45,1.3802,9.0,4.0
23791,noting,0.25,1.1461,6.0,2.0
23792,notion,6.59,2.5276,6.0,2.0
23793,notions,1.63,1.9243,7.0,2.0
23794,notochord,0.02,0.301,9.0,3.0
23795,notoriety,0.45,1.3802,9.0,5.0
23796,notorious,3.71,2.2788,9.0,4.0
23797,notoriously,0.65,1.5315,11.0,5.0
